302,OPN1,DROP,33.28280226855614,-87.88162047789511,NULL
305,OPN1,START_RIDE,33.28280226855614,-87.88162047789511,4204
419,G2I0,DROP,-28.367411419413685,23.567421582328606,NULL
426,OPN1,END_RIDE,7.563016232237587,91.97004351346015,4204
428,LQBF,DROP,-50.50579634246066,-54.53980771216895,NULL
441,5HQH,DROP,-70.05156581770649,36.8358644984674,NULL
466,G2I0,START_RIDE,-28.367411419413685,23.567421582328606,3887
513,5HQH,START_RIDE,-70.05156581770649,36.8358644984674,9026
535,OPN1,START_RIDE,7.563016232237587,91.97004351346015,8951
627,5HQH,END_RIDE,82.88750710882516,6.364014132563739,9026
628,G2I0,END_RIDE,17.525578899958006,-27.476564006725383,3887
631,LQBF,START_RIDE,-50.50579634246066,-54.53980771216895,3887
632,LQBF,END_RIDE,-50.50579634246066,-54.53980771216895,3887
653,OPN1,END_RIDE,64.1874021691587,35.9131467411259,8951
658,IEPH,DROP,83.62396565294233,-41.04848113112931,NULL
668,UGR2,DROP,42.18692952799705,-87.50896523441287,NULL
726,1XD9,DROP,28.418353747958832,-18.558536555090015,NULL
748,CH7W,DROP,58.759601457954204,4.175299035936277,NULL
750,OPN1,START_RIDE,64.1874021691587,35.9131467411259,4204
782,UGR2,START_RIDE,42.18692952799705,-87.50896523441287,9026
794,5HQH,START_RIDE,82.88750710882516,6.364014132563739,3703
805,1XD9,START_RIDE,28.418353747958832,-18.558536555090015,8951
809,CH7W,START_RIDE,58.759601457954204,4.175299035936277,3887
880,OPN1,END_RIDE,20.937914348641257,-10.473151904866455,4204
944,XJXM,DROP,-12.942528803628221,41.690918040592976,NULL
952,UGR2,END_RIDE,7.808262939307852,19.076664555048822,9026
960,G2I0,START_RIDE,17.525578899958006,-27.476564006725383,9026
962,XJXM,START_RIDE,-12.942528803628221,41.690918040592976,4204
975,U0KB,DROP,12.342262816123693,93.62779463024066,NULL
980,CH7W,END_RIDE,-93.39529016068002,15.525735677208502,3887
982,1H8O,DROP,8.823602193884184,24.58687092544605,NULL
983,IEPH,START_RIDE,83.62396565294233,-41.04848113112931,3887
1007,UDDI,DROP,52.89033125143405,-93.5492465038428,NULL
1073,G2I0,END_RIDE,-98.69768606683415,-81.78611373593449,9026
1078,5HQH,END_RIDE,-85.1704131159478,-78.87269099549874,3703
